housing_id,student_id,residence_hall,room_number,move_in_date,move_out_date,housing_status
H000425,S002996,Meadowbrook Hall,490,2026-02-26,,Active
H000426,S009289,Cedar Crest Hall,277,2026-05-29,,Active
H000427,S006693,Bellview Hall,544,2024-08-22,2024-11-16,Moved Out
H000428,S003118,Birchwood Hall,122,2024-08-08,,Active
H000429,S004797,Lakeside Terrace,138,2026-02-20,,Active
H000430,S006471,Northgate Hall,453,2026-07-17,2026-08-20,Moved Out
H000431,S002881,Maple Ridge Hall,521,2024-09-14,2025-01-24,Moved Out
H000432,S007331,Sunrise Commons,188,2025-02-06,,Pending Assignment
H000433,S002223,Birchwood Hall,277,2025-05-14,,Active
H000434,S005019,Maple Ridge Hall,232,2025-08-22,2026-01-07,Moved Out
H000435,S004593,Cedar Crest Hall,264,2026-04-25,,Active
H000436,S002038,Highland Hall,450,2024-02-10,,Active
H000437,S005210,Harborview Hall,149,2025-03-02,,Active
H000438,S003554,Highland Hall,278,2024-02-20,2024-06-19,Moved Out
H000439,S007838,Northgate Hall,219,2025-04-17,,Active
H000440,S001482,Willow Creek Hall,501,2026-10-24,,Active
H000441,S001450,Founders Hall,197,2025-05-14,2025-11-15,Moved Out
H000442,S004658,Riverbend Hall,131,2025-08-23,2026-04-16,Moved Out
H000443,S008663,Sunrise Commons,489,2025-09-24,2026-06-28,Moved Out
H000444,S009150,Sunrise Commons,311,2025-09-18,2026-05-18,Moved Out
H000445,S009787,Lakeside Terrace,249,2026-06-19,2026-08-20,Moved Out
H000446,S007401,Harborview Hall,241,2024-03-23,2024-12-13,Moved Out
H000447,S000499,Northgate Hall,493,2024-03-31,,Active
H000448,S005819,Founders Hall,575,2025-01-15,,Active
H000449,S004111,Bellview Hall,190,2024-11-20,2025-02-27,Moved Out
H000450,S007469,Northgate Hall,204,2023-11-29,2024-07-27,Moved Out
H000451,S008907,Sunrise Commons,171,2025-07-09,2026-04-03,Moved Out
H000452,S007211,Riverbend Hall,379,2023-08-27,2023-11-11,Moved Out
H000453,S002828,Sunrise Commons,168,2025-10-22,2026-03-03,Moved Out
H000454,S004389,Summit House,498,2024-08-13,,Active
H000455,S000428,Riverbend Hall,249,2024-12-11,,Pending Assignment
H000456,S003393,Birchwood Hall,236,2024-11-09,,Active
H000457,S006792,Highland Hall,439,2025-01-09,,Active
H000458,S004059,Lakeside Terrace,162,2024-03-06,,Active
H000459,S005039,Birchwood Hall,304,2024-10-11,,Active
H000460,S003541,Harborview Hall,361,2025-12-16,2026-07-18,Moved Out
H000461,S007197,Aspen Court,192,2026-06-10,2026-08-20,Moved Out
H000462,S006722,Maple Ridge Hall,479,2024-11-24,,Active
H000463,S003379,Bellview Hall,220,2025-11-06,,Active
H000464,S000745,Willow Creek Hall,480,2023-09-30,,Active
H000465,S005381,Northgate Hall,481,2024-04-15,,Active
H000466,S001944,Sunrise Commons,585,2024-06-10,,Active
H000467,S006672,Maple Ridge Hall,230,2024-11-13,,Active
H000468,S003507,Sunrise Commons,408,2025-12-01,2026-08-20,Moved Out
H000469,S005518,Summit House,152,2026-08-18,,Active
H000470,S000793,Willow Creek Hall,278,2025-08-23,2026-03-26,Moved Out
H000471,S005498,Northgate Hall,125,2024-03-29,,Active
H000472,S009810,Summit House,375,2025-10-27,2026-06-01,Moved Out
H000473,S009783,Aspen Court,177,2024-09-11,,Pending Assignment
H000474,S006273,Maple Ridge Hall,473,2025-03-22,,Active
H000475,S008996,Willow Creek Hall,258,2025-11-12,2026-06-24,Moved Out
H000476,S003285,Cedar Crest Hall,144,2026-08-09,,Active
H000477,S007175,Northgate Hall,229,2025-05-04,,Active
H000478,S010000,Meadowbrook Hall,402,2024-04-15,,Active
H000479,S000686,Maple Ridge Hall,232,2025-10-01,,Active
H000480,S008746,Aspen Court,287,2025-05-19,,Active
H000481,S007132,Northgate Hall,558,2024-09-21,,Active
H000482,S008249,Cedar Crest Hall,214,2024-06-24,,Active
H000483,S002987,Willow Creek Hall,374,2024-04-02,2025-01-06,Moved Out
H000484,S009551,Summit House,497,2024-05-29,,Active
H000485,S003496,Riverbend Hall,577,2024-03-30,2024-12-12,Moved Out
H000486,S003426,Maple Ridge Hall,307,2025-04-25,2025-07-18,Moved Out
H000487,S009280,Highland Hall,145,2025-10-07,,Active
H000488,S006927,Bellview Hall,198,2024-07-14,,Active
H000489,S004964,Bellview Hall,227,2023-09-30,,Pending Assignment
H000490,S002221,Maple Ridge Hall,376,2026-04-20,,Active
H000491,S003325,Bellview Hall,467,2024-09-25,,Active
H000492,S001970,Founders Hall,167,2026-08-05,2026-08-20,Moved Out
H000493,S001976,Harborview Hall,336,2024-11-09,2025-07-25,Moved Out
H000494,S002103,Birchwood Hall,527,2024-11-15,,Active
H000495,S006883,Birchwood Hall,456,2024-01-18,,Active
H000496,S001708,Riverbend Hall,355,2025-12-23,,Active
H000497,S001643,Founders Hall,311,2025-06-01,2025-11-26,Moved Out
H000498,S000225,Maple Ridge Hall,588,2026-05-09,2026-08-20,Moved Out
H000499,S009874,Harborview Hall,554,2026-06-02,,Active
H000500,S001374,Highland Hall,224,2024-10-07,,Active
H000501,S009328,Riverbend Hall,265,2026-08-09,,Active
H000502,S005440,Harborview Hall,267,2025-04-13,,Active
H000503,S001798,Willow Creek Hall,105,2026-05-01,,Active
H000504,S005187,Meadowbrook Hall,125,2026-03-31,2026-08-20,Moved Out
H000505,S009025,Meadowbrook Hall,511,2025-10-27,,Active
H000506,S006073,Willow Creek Hall,177,2023-11-12,,Active
H000507,S003847,Highland Hall,171,2024-10-29,,Active
H000508,S000326,Sunrise Commons,159,2024-11-18,2025-03-29,Moved Out
H000509,S001956,Maple Ridge Hall,448,2025-11-25,,Active
H000510,S005976,Harborview Hall,471,2025-04-29,2025-09-02,Moved Out
H000511,S006621,Cedar Crest Hall,137,2024-04-06,,Active
H000512,S007158,Lakeside Terrace,426,2025-11-11,2026-05-19,Moved Out
H000513,S007057,Cedar Crest Hall,353,2024-09-21,,Active
H000514,S003719,Aspen Court,477,2024-08-14,2024-11-26,Moved Out
H000515,S007818,Birchwood Hall,525,2024-06-27,,Active
H000516,S007421,Highland Hall,323,2024-09-28,2025-06-04,Moved Out
H000517,S005654,Lakeside Terrace,455,2026-04-14,2026-08-15,Moved Out
H000518,S004871,Sunrise Commons,276,2024-01-25,,Active
H000519,S009518,Summit House,541,2025-05-07,,Active
H000520,S006314,Bellview Hall,556,2024-10-18,,Active
H000521,S007492,Harborview Hall,174,2024-10-10,,Active
H000522,S001961,Birchwood Hall,280,2025-04-20,2025-07-07,Moved Out
H000523,S002994,Sunrise Commons,487,2025-04-04,,Active
H000524,S003721,Aspen Court,557,2025-09-17,2026-05-01,Moved Out
H000525,S007622,Cedar Crest Hall,538,2025-06-16,2026-03-30,Moved Out
H000526,S009459,Aspen Court,137,2026-08-04,,Active
H000527,S005716,Willow Creek Hall,213,2025-02-15,,Active
H000528,S003722,Summit House,319,2024-04-09,,Active
H000529,S001277,Founders Hall,145,2024-04-25,,Active
H000530,S005331,Highland Hall,322,2023-08-13,,Active
H000531,S008031,Northgate Hall,468,2026-08-04,,Active
H000532,S006798,Lakeside Terrace,262,2025-10-04,,Active
H000533,S009669,Summit House,106,2026-05-27,2026-08-20,Moved Out
H000534,S000787,Founders Hall,142,2025-06-16,,Active
H000535,S002178,Summit House,494,2024-11-04,,Active
H000536,S004026,Lakeside Terrace,267,2026-02-05,,Active
H000537,S004425,Northgate Hall,379,2024-09-15,,Active
H000538,S007033,Riverbend Hall,303,2027-02-17,,Active
H000539,S009877,Northgate Hall,103,2023-10-07,,Active
H000540,S009427,Meadowbrook Hall,184,2025-05-16,2026-02-19,Moved Out
H000541,S009536,Aspen Court,574,2025-03-24,,Active
H000542,S002824,Sunrise Commons,136,2026-01-07,2026-08-20,Moved Out
H000543,S001427,Founders Hall,106,2026-02-11,,Active
H000544,S005597,Northgate Hall,439,2025-12-07,2026-08-20,Moved Out
H000545,S003069,Bellview Hall,438,2025-11-23,2026-02-23,Moved Out
H000546,S009630,Riverbend Hall,239,2025-06-01,2026-01-14,Moved Out
H000547,S005670,Meadowbrook Hall,563,2024-09-26,2025-06-02,Moved Out
H000548,S000950,Harborview Hall,304,2025-05-12,2025-08-18,Moved Out
H000549,S008075,Harborview Hall,244,2025-08-06,,Active
H000550,S000773,Sunrise Commons,391,2026-02-10,2026-08-20,Moved Out
H000551,S005587,Highland Hall,147,2026-07-02,,Pending Assignment
H000552,S004953,Highland Hall,412,2025-04-22,,Pending Assignment
H000553,S009705,Aspen Court,469,2026-08-18,2026-08-20,Moved Out
H000554,S000461,Harborview Hall,300,2025-08-30,2026-01-10,Moved Out
H000555,S005198,Summit House,569,2024-12-01,,Active
H000556,S005288,Summit House,218,2025-03-18,,Active
H000557,S004954,Birchwood Hall,333,2024-06-24,,Pending Assignment
H000558,S007129,Maple Ridge Hall,330,2024-02-10,2024-09-12,Moved Out
H000559,S007864,Sunrise Commons,147,2024-01-20,2024-10-13,Moved Out
H000560,S008843,Sunrise Commons,465,2023-09-25,,Active
H000561,S000244,Maple Ridge Hall,151,2025-04-11,2025-07-06,Moved Out
H000562,S005507,Sunrise Commons,538,2025-12-29,,Active
H000563,S003473,Lakeside Terrace,465,2025-01-13,2025-06-10,Moved Out
H000564,S000581,Cedar Crest Hall,526,2023-08-23,,Active
H000565,S004214,Birchwood Hall,231,2024-04-10,,Active
H000566,S006748,Maple Ridge Hall,332,2024-04-07,,Active
H000567,S007558,Riverbend Hall,147,2024-08-29,2025-06-10,Moved Out
H000568,S005494,Riverbend Hall,139,2024-02-08,2024-07-09,Moved Out
H000569,S002780,Cedar Crest Hall,226,2025-10-04,2026-01-25,Moved Out
H000570,S004225,Bellview Hall,134,2025-04-02,2025-10-03,Moved Out
H000571,S004767,Bellview Hall,400,2025-01-21,2025-04-01,Moved Out
H000572,S002489,Founders Hall,308,2025-07-13,,Active
H000573,S003622,Riverbend Hall,468,2025-04-25,2026-01-09,Moved Out
H000574,S002670,Birchwood Hall,301,2023-10-21,,Active
H000575,S001954,Founders Hall,494,2025-07-09,2026-01-14,Moved Out
H000576,S006825,Highland Hall,241,2025-03-14,,Active
H000577,S004297,Cedar Crest Hall,247,2024-12-13,,Active
H000578,S006634,Northgate Hall,160,2024-10-30,,Active
H000579,S003588,Summit House,148,2025-04-16,,Active
H000580,S006234,Harborview Hall,346,2024-03-14,,Active
H000581,S003066,Maple Ridge Hall,277,2024-10-26,,Active
H000582,S009892,Founders Hall,467,2024-10-11,,Active
H000583,S005463,Meadowbrook Hall,129,2026-06-15,2026-08-20,Moved Out
H000584,S006150,Bellview Hall,227,2024-05-27,,Active
H000585,S006457,Bellview Hall,234,2025-12-20,2026-08-20,Moved Out
H000586,S007844,Willow Creek Hall,401,2025-08-20,,Active
H000587,S005121,Meadowbrook Hall,568,2025-04-29,,Active
H000588,S008128,Founders Hall,560,2023-09-21,2024-05-23,Moved Out
H000589,S009122,Sunrise Commons,216,2025-02-13,,Active
H000590,S001576,Maple Ridge Hall,352,2025-12-15,,Active
H000591,S000749,Cedar Crest Hall,320,2026-02-15,2026-08-20,Moved Out
H000592,S006532,Summit House,306,2023-12-13,,Active
H000593,S009392,Willow Creek Hall,173,2025-07-18,,Active
H000594,S008064,Riverbend Hall,427,2026-06-30,,Active
H000595,S004900,Aspen Court,322,2024-03-21,2024-09-29,Moved Out
H000596,S000498,Birchwood Hall,149,2026-07-29,,Active
H000597,S001211,Summit House,205,2026-02-28,,Active
H000598,S009011,Maple Ridge Hall,451,2024-07-25,,Active
H000599,S009597,Founders Hall,415,2026-04-01,2026-08-20,Moved Out
H000600,S008495,Birchwood Hall,210,2024-03-22,,Active
H000601,S005805,Northgate Hall,143,2026-07-22,2026-08-20,Moved Out
H000602,S002327,Northgate Hall,238,2026-08-12,,Pending Assignment
H000603,S008886,Cedar Crest Hall,587,2024-02-13,,Active
H000604,S004624,Birchwood Hall,370,2025-05-24,,Active
H000605,S005698,Willow Creek Hall,213,2025-09-18,,Active
H000606,S004273,Highland Hall,412,2024-06-29,,Active
H000607,S009957,Aspen Court,503,2026-04-13,,Active
H000608,S007654,Maple Ridge Hall,228,2026-07-17,,Active
H000609,S005330,Northgate Hall,292,2025-08-10,,Active
H000610,S001130,Northgate Hall,420,2024-11-01,,Active
H000611,S009925,Meadowbrook Hall,464,2023-11-19,2024-04-11,Moved Out
H000612,S009332,Willow Creek Hall,294,2025-02-24,,Active
H000613,S006482,Highland Hall,502,2024-12-15,,Active
H000614,S009928,Bellview Hall,431,2024-09-21,2025-03-23,Moved Out
H000615,S006976,Northgate Hall,434,2025-03-19,,Active
H000616,S003271,Willow Creek Hall,486,2024-02-21,2024-05-14,Moved Out
H000617,S003250,Sunrise Commons,437,2024-01-17,,Active
H000618,S009102,Highland Hall,516,2024-08-09,,Active
H000619,S001121,Willow Creek Hall,281,2024-09-15,,Active
H000620,S000939,Founders Hall,460,2025-12-31,,Active
H000621,S006318,Birchwood Hall,269,2023-08-23,,Pending Assignment
H000622,S004643,Maple Ridge Hall,486,2026-06-22,,Active
H000623,S000122,Maple Ridge Hall,520,2025-05-27,2025-09-09,Moved Out
H000624,S000915,Highland Hall,349,2025-02-21,,Active
H000625,S006049,Lakeside Terrace,392,2024-07-15,,Active
H000626,S001932,Meadowbrook Hall,408,2024-02-24,2024-09-17,Moved Out
H000627,S006248,Willow Creek Hall,182,2025-06-19,2025-08-19,Moved Out
H000628,S006119,Founders Hall,470,2023-12-07,,Active
H000629,S007544,Highland Hall,520,2024-02-16,2024-08-01,Moved Out
H000630,S008880,Aspen Court,475,2025-11-01,,Active
H000631,S004529,Sunrise Commons,568,2024-07-31,2024-11-03,Moved Out
H000632,S008149,Riverbend Hall,145,2024-11-11,,Active
H000633,S003403,Bellview Hall,523,2025-05-22,2026-02-10,Moved Out
H000634,S007181,Bellview Hall,343,2024-02-01,,Active
H000635,S000446,Founders Hall,433,2026-04-30,,Active
H000636,S008157,Summit House,509,2025-12-26,,Active
H000637,S009800,Aspen Court,270,2024-09-17,,Pending Assignment
H000638,S004877,Summit House,361,2024-11-24,2025-02-10,Moved Out
H000639,S002218,Summit House,191,2025-05-04,,Active
H000640,S001117,Riverbend Hall,496,2024-02-13,2024-11-08,Moved Out
H000641,S006183,Highland Hall,212,2026-01-12,,Active
H000642,S001767,Meadowbrook Hall,269,2026-04-04,,Active
H000643,S005739,Bellview Hall,442,2025-07-27,,Active
H000644,S008694,Maple Ridge Hall,264,2024-11-14,,Active
H000645,S007998,Sunrise Commons,230,2024-11-10,,Pending Assignment
H000646,S009995,Cedar Crest Hall,479,2025-03-08,2025-08-08,Moved Out
H000647,S002548,Summit House,314,2024-04-19,,Active
H000648,S009468,Bellview Hall,191,2026-01-14,,Active
H000649,S008981,Willow Creek Hall,141,2023-08-06,,Active
H000650,S006547,Cedar Crest Hall,378,2025-08-02,2025-12-13,Moved Out
H000651,S001529,Willow Creek Hall,383,2023-09-14,,Active
H000652,S004166,Lakeside Terrace,378,2024-05-16,,Active
H000653,S009148,Summit House,205,2024-03-27,,Active
H000654,S009211,Maple Ridge Hall,572,2025-02-06,,Active
H000655,S003575,Summit House,528,2026-07-03,2026-08-20,Moved Out
H000656,S002883,Harborview Hall,594,2024-05-04,,Active
H000657,S005275,Riverbend Hall,452,2024-03-24,,Active
H000658,S006681,Founders Hall,382,2026-05-03,,Pending Assignment
H000659,S002746,Birchwood Hall,443,2025-06-10,,Active
H000660,S004638,Birchwood Hall,423,2026-07-24,,Active
H000661,S002575,Highland Hall,503,2024-11-23,,Active
H000662,S004977,Meadowbrook Hall,235,2026-07-27,,Active
H000663,S009305,Northgate Hall,159,2024-05-16,,Active
H000664,S009493,Maple Ridge Hall,469,2026-02-25,,Active
H000665,S008539,Riverbend Hall,451,2024-10-18,,Active
H000666,S004388,Riverbend Hall,266,2024-09-30,,Active
H000667,S002209,Summit House,358,2025-07-24,,Active
H000668,S005780,Birchwood Hall,516,2023-08-25,,Active
H000669,S007858,Harborview Hall,423,2025-07-19,2025-10-13,Moved Out
H000670,S004825,Founders Hall,309,2025-01-29,,Active
H000671,S007130,Summit House,443,2024-10-21,,Active
H000672,S001124,Harborview Hall,230,2024-11-14,,Active
H000673,S008567,Aspen Court,273,2024-08-21,,Active
H000674,S003247,Maple Ridge Hall,449,2025-06-19,,Active
H000675,S006179,Harborview Hall,197,2026-02-12,,Active
H000676,S006720,Sunrise Commons,535,2025-02-07,,Active
H000677,S001005,Northgate Hall,202,2025-11-14,,Active
H000678,S003902,Northgate Hall,527,2024-11-08,2025-06-30,Moved Out
H000679,S002016,Bellview Hall,362,2023-10-29,,Pending Assignment
H000680,S004547,Cedar Crest Hall,523,2024-10-02,,Active
H000681,S004233,Sunrise Commons,475,2025-05-18,,Active
H000682,S001580,Highland Hall,328,2025-11-25,,Active
H000683,S007213,Aspen Court,185,2024-06-02,,Active
H000684,S005512,Bellview Hall,248,2024-12-21,,Active
H000685,S000564,Northgate Hall,526,2024-06-06,,Active
H000686,S002251,Northgate Hall,380,2025-10-18,2026-05-14,Moved Out
H000687,S006890,Meadowbrook Hall,245,2024-02-21,2024-08-24,Moved Out
H000688,S007797,Riverbend Hall,275,2026-03-10,2026-08-11,Moved Out
H000689,S005325,Bellview Hall,283,2026-07-28,,Active
H000690,S006651,Meadowbrook Hall,146,2026-07-26,,Pending Assignment
H000691,S003397,Cedar Crest Hall,199,2024-09-11,,Active
H000692,S008901,Highland Hall,340,2023-11-04,2024-08-24,Moved Out
H000693,S009007,Summit House,225,2025-09-08,2026-02-07,Moved Out
H000694,S008233,Northgate Hall,572,2024-01-20,,Active
H000695,S006511,Riverbend Hall,184,2025-03-27,,Active
H000696,S008811,Meadowbrook Hall,211,2026-02-15,,Active
H000697,S009706,Summit House,417,2026-07-31,,Active
H000698,S005301,Northgate Hall,350,2024-12-04,,Active
H000699,S007203,Maple Ridge Hall,118,2026-07-16,2026-08-20,Moved Out
H000700,S002487,Lakeside Terrace,308,2023-11-05,,Active
H000701,S006365,Summit House,410,2024-07-19,,Pending Assignment
H000702,S005885,Founders Hall,493,2026-07-22,,Active
H000703,S008385,Riverbend Hall,466,2025-12-21,2026-06-18,Moved Out
H000704,S009934,Summit House,210,2023-12-07,2024-08-29,Moved Out
H000705,S000909,Highland Hall,150,2023-12-29,,Active
H000706,S002339,Summit House,131,2024-07-14,2025-01-27,Moved Out
H000707,S003089,Harborview Hall,199,2024-02-03,2024-09-13,Moved Out
H000708,S000174,Bellview Hall,378,2025-10-30,,Active
H000709,S007562,Birchwood Hall,357,2025-12-19,,Active
H000710,S000509,Northgate Hall,112,2023-11-12,,Active
H000711,S003153,Lakeside Terrace,125,2023-08-02,2024-02-16,Moved Out
H000712,S009811,Maple Ridge Hall,462,2026-01-01,,Pending Assignment
H000713,S008968,Lakeside Terrace,501,2024-07-04,,Active
H000714,S009307,Willow Creek Hall,533,2026-05-27,,Active
H000715,S002154,Birchwood Hall,568,2023-08-12,,Active
H000716,S002842,Harborview Hall,132,2024-07-30,,Active
H000717,S004193,Summit House,102,2026-07-08,2026-08-20,Moved Out
H000718,S002811,Riverbend Hall,505,2025-02-04,2025-04-08,Moved Out
H000719,S009730,Cedar Crest Hall,454,2025-07-19,,Active
H000720,S001358,Maple Ridge Hall,265,2025-04-23,,Active
H000721,S008122,Meadowbrook Hall,492,2024-11-04,,Active
H000722,S009758,Summit House,334,2024-04-30,2024-08-23,Moved Out
H000723,S003718,Maple Ridge Hall,475,2024-01-28,2024-05-27,Moved Out
H000724,S008509,Founders Hall,556,2024-07-08,2024-10-03,Moved Out
H000725,S002995,Lakeside Terrace,149,2025-07-18,,Active
H000726,S002350,Aspen Court,367,2025-03-10,2025-12-15,Moved Out
H000727,S005623,Summit House,284,2025-08-23,,Active
H000728,S006689,Bellview Hall,241,2025-11-08,,Active
H000729,S007978,Cedar Crest Hall,222,2025-11-03,2026-03-19,Moved Out
H000730,S009194,Birchwood Hall,264,2025-08-24,2025-11-11,Moved Out
H000731,S009954,Summit House,244,2025-08-19,,Active
H000732,S003319,Bellview Hall,492,2025-05-17,2025-11-11,Moved Out
H000733,S001855,Bellview Hall,271,2026-01-10,2026-03-29,Moved Out
H000734,S004803,Highland Hall,306,2025-12-28,,Active
H000735,S006622,Founders Hall,312,2025-03-02,2025-10-20,Moved Out
H000736,S005300,Lakeside Terrace,182,2023-12-11,2024-04-03,Moved Out
H000737,S002889,Willow Creek Hall,328,2025-11-20,2026-01-24,Moved Out
H000738,S004731,Riverbend Hall,410,2025-03-01,,Active
H000739,S003752,Aspen Court,157,2025-01-09,,Active
H000740,S004822,Willow Creek Hall,453,2024-02-11,,Active
H000741,S001250,Maple Ridge Hall,408,2024-07-22,,Active
H000742,S002761,Bellview Hall,105,2025-05-25,,Active
H000743,S003288,Founders Hall,567,2025-02-17,,Active
H000744,S001804,Aspen Court,490,2025-03-02,,Active
H000745,S005140,Cedar Crest Hall,135,2025-11-25,,Active
H000746,S001184,Bellview Hall,542,2023-09-16,,Active
H000747,S006643,Meadowbrook Hall,490,2026-06-03,2026-08-20,Moved Out
H000748,S002737,Maple Ridge Hall,207,2024-04-05,2024-06-18,Moved Out
H000749,S005032,Highland Hall,370,2025-10-29,,Active
