report_id,reported_student_id,reporter_type,submitted_date,category,location,priority,description,anonymous
WR000840,S005372,Anonymous,2026-05-02,Bullying/Harassment,Fine Arts Center,Medium,Reporter describes an incident involving bullying/harassment that occurred at Fine Arts Center.,True
WR000841,S006881,Anonymous,2026-05-03,Sexual Misconduct,Maple Ridge Hall,Low,Reporter states they witnessed behavior consistent with sexual misconduct.,True
WR000842,,Faculty,2026-05-03,Bullying/Harassment,Northgate Hall,Medium,Reporter describes an incident involving bullying/harassment that occurred at Northgate Hall.,False
WR000843,S007077,Student,2026-05-03,Sexual Misconduct,Willow Creek Hall,Medium,A concern was submitted regarding possible sexual misconduct near Willow Creek Hall.,False
WR000844,S005978,Staff,2026-05-03,Sexual Misconduct,Northgate Hall,Medium,A concern was submitted regarding possible sexual misconduct near Northgate Hall.,False
WR000845,S004564,Student,2026-05-04,Sexual Misconduct,Northgate Hall,High,Reporter states they witnessed behavior consistent with sexual misconduct.,False
WR000846,S009900,Parent,2026-05-04,Theft,Founders Hall,Medium,Reporter states they witnessed behavior consistent with theft.,False
WR000847,S007756,Anonymous,2026-05-06,Property Damage,Engineering Annex,Medium,Submission describes an ongoing issue related to property damage at Engineering Annex.,True
WR000848,S008608,Faculty,2026-05-08,Sexual Misconduct,East Lot,Medium,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000849,S002515,Staff,2026-05-11,Other,Highland Hall,Medium,A concern was submitted regarding possible other near Highland Hall.,False
WR000850,,Faculty,2026-05-11,Bias Incident,Summit House,High,Submission describes an ongoing issue related to bias incident at Summit House.,False
WR000851,S001074,Faculty,2026-05-11,Discrimination,Online / Remote,Medium,Submission describes an ongoing issue related to discrimination at Online / Remote.,False
WR000852,S009208,Anonymous,2026-05-12,Other,Aspen Court,High,Submission describes an ongoing issue related to other at Aspen Court.,True
WR000853,,Student,2026-05-13,Bias Incident,Maple Ridge Hall,Low,Reporter describes an incident involving bias incident that occurred at Maple Ridge Hall.,False
WR000854,S006782,Faculty,2026-05-14,Bias Incident,Harborview Hall,Low,Submission describes an ongoing issue related to bias incident at Harborview Hall.,False
WR000855,,Staff,2026-05-15,Theft,Bike Path,Medium,Reporter describes an incident involving theft that occurred at Bike Path.,False
WR000856,,Student,2026-05-18,Mental Health Concern,Bike Path,Medium,Submission describes an ongoing issue related to mental health concern at Bike Path.,False
WR000857,S006535,Student,2026-05-18,Alcohol/Drug Concern,Maple Ridge Hall,Low,Submission describes an ongoing issue related to alcohol/drug concern at Maple Ridge Hall.,False
WR000858,,Anonymous,2026-05-19,Mental Health Concern,Bike Path,High,Submission describes an ongoing issue related to mental health concern at Bike Path.,True
WR000859,,Staff,2026-05-20,Academic Dishonesty,Aspen Court,Medium,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000860,S007511,Community Member,2026-05-21,Sexual Misconduct,Riverbend Hall,Medium,A concern was submitted regarding possible sexual misconduct near Riverbend Hall.,False
WR000861,S006437,Faculty,2026-05-21,Mental Health Concern,Willow Creek Hall,Urgent,Reporter states they witnessed behavior consistent with mental health concern.,False
WR000862,S005598,Anonymous,2026-05-22,Theft,Bike Path,Medium,Reporter describes an incident involving theft that occurred at Bike Path.,True
WR000863,S003820,Student,2026-05-22,Property Damage,Northgate Hall,Medium,Reporter describes an incident involving property damage that occurred at Northgate Hall.,False
WR000864,,Parent,2026-05-23,Property Damage,Online / Remote,Low,Submission describes an ongoing issue related to property damage at Online / Remote.,False
WR000865,S009136,Parent,2026-05-24,Property Damage,Aspen Court,Low,Submission describes an ongoing issue related to property damage at Aspen Court.,False
WR000866,S003714,Anonymous,2026-05-24,Theft,Science Building,Urgent,Reporter describes an incident involving theft that occurred at Science Building.,True
WR000867,,Student,2026-05-28,Property Damage,Student Union,Medium,A concern was submitted regarding possible property damage near Student Union.,False
WR000868,S006535,Student,2026-05-29,Discrimination,Maple Ridge Hall,Medium,A concern was submitted regarding possible discrimination near Maple Ridge Hall.,False
WR000869,S006105,Anonymous,2026-05-30,Bullying/Harassment,Bike Path,Low,Reporter states they witnessed behavior consistent with bullying/harassment.,True
WR000870,,Staff,2026-05-30,Hazing,Science Building,Medium,Reporter states they witnessed behavior consistent with hazing.,False
WR000871,S006634,Student,2026-05-30,Discrimination,West Parking Garage,Low,Reporter describes an incident involving discrimination that occurred at West Parking Garage.,False
WR000872,S001939,Anonymous,2026-05-31,Bias Incident,West Parking Garage,Low,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000873,,Student,2026-05-31,Mental Health Concern,Cedar Crest Hall,Low,Reporter describes an incident involving mental health concern that occurred at Cedar Crest Hall.,False
WR000874,,Student,2026-06-01,Other,Summit House,Low,Submission describes an ongoing issue related to other at Summit House.,False
WR000875,S004037,Staff,2026-06-01,Safety Hazard,West Parking Garage,Medium,Reporter describes an incident involving safety hazard that occurred at West Parking Garage.,False
WR000876,S000938,Student,2026-06-01,Discrimination,Northgate Hall,Low,A concern was submitted regarding possible discrimination near Northgate Hall.,False
WR000877,S003656,Anonymous,2026-06-02,Discrimination,Student Union,Medium,Submission describes an ongoing issue related to discrimination at Student Union.,True
WR000878,,Anonymous,2026-06-03,Sexual Misconduct,East Lot,Medium,Reporter describes an incident involving sexual misconduct that occurred at East Lot.,True
WR000879,S005269,Staff,2026-06-03,Academic Dishonesty,Harborview Hall,Low,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000880,,Student,2026-06-03,Bias Incident,Maple Ridge Hall,Urgent,Reporter describes an incident involving bias incident that occurred at Maple Ridge Hall.,False
WR000881,S002190,Anonymous,2026-06-03,Bullying/Harassment,Science Building,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000882,S007434,Student,2026-06-04,Bullying/Harassment,Harborview Hall,Urgent,A concern was submitted regarding possible bullying/harassment near Harborview Hall.,False
WR000883,S005027,Student,2026-06-04,Academic Dishonesty,Fine Arts Center,Medium,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000884,S008605,Community Member,2026-06-04,Theft,Northgate Hall,Urgent,Reporter states they witnessed behavior consistent with theft.,False
WR000885,,Student,2026-06-04,Alcohol/Drug Concern,Online / Remote,Low,Reporter describes an incident involving alcohol/drug concern that occurred at Online / Remote.,False
WR000886,S002805,Student,2026-06-05,Discrimination,Off-Campus,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000887,S001456,Student,2026-06-05,Academic Dishonesty,Student Union,Low,Reporter states they witnessed behavior consistent with academic dishonesty.,False
WR000888,S000604,Anonymous,2026-06-07,Safety Hazard,Cedar Crest Hall,Medium,A concern was submitted regarding possible safety hazard near Cedar Crest Hall.,True
WR000889,S008335,Community Member,2026-06-07,Other,Riverbend Hall,Medium,Reporter states they witnessed behavior consistent with other.,False
WR000890,S006210,Anonymous,2026-06-08,Bullying/Harassment,Online / Remote,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000891,,Anonymous,2026-06-09,Other,Meadowbrook Hall,High,Submission describes an ongoing issue related to other at Meadowbrook Hall.,True
WR000892,S002367,Anonymous,2026-06-09,Safety Hazard,Main Quad,Low,A concern was submitted regarding possible safety hazard near Main Quad.,True
WR000893,,Anonymous,2026-06-11,Alcohol/Drug Concern,West Parking Garage,Medium,A concern was submitted regarding possible alcohol/drug concern near West Parking Garage.,True
WR000894,,Parent,2026-06-11,Sexual Misconduct,Fine Arts Center,Medium,Submission describes an ongoing issue related to sexual misconduct at Fine Arts Center.,False
WR000895,,Student,2026-06-12,Bias Incident,Stadium,Low,Concern raised about bias incident; reporter requests follow-up from staff.,False
WR000896,S001356,Student,2026-06-13,Property Damage,Main Quad,Urgent,Submission describes an ongoing issue related to property damage at Main Quad.,False
WR000897,,Anonymous,2026-06-13,Bias Incident,Main Quad,Medium,A concern was submitted regarding possible bias incident near Main Quad.,True
WR000898,S005970,Anonymous,2026-06-14,Discrimination,Meadowbrook Hall,Medium,Reporter states they witnessed behavior consistent with discrimination.,True
WR000899,S002806,Community Member,2026-06-16,Other,Stadium,Low,Reporter states they witnessed behavior consistent with other.,False
WR000900,S007127,Anonymous,2026-06-16,Alcohol/Drug Concern,Riverbend Hall,Low,A concern was submitted regarding possible alcohol/drug concern near Riverbend Hall.,True
WR000901,,Student,2026-06-16,Bullying/Harassment,Engineering Annex,Low,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000902,S004807,Anonymous,2026-06-17,Bullying/Harassment,Riverbend Hall,Low,Reporter describes an incident involving bullying/harassment that occurred at Riverbend Hall.,True
WR000903,,Student,2026-06-18,Sexual Misconduct,West Parking Garage,Urgent,Reporter describes an incident involving sexual misconduct that occurred at West Parking Garage.,False
WR000904,,Student,2026-06-19,Bias Incident,Off-Campus Housing,Urgent,Reporter describes an incident involving bias incident that occurred at Off-Campus Housing.,False
WR000905,S000195,Anonymous,2026-06-19,Academic Dishonesty,Sunrise Commons,Urgent,Reporter states they witnessed behavior consistent with academic dishonesty.,True
WR000906,S007621,Anonymous,2026-06-19,Mental Health Concern,Bike Path,Medium,Reporter states they witnessed behavior consistent with mental health concern.,True
WR000907,S004709,Faculty,2026-06-20,Theft,Lakeside Terrace,Low,A concern was submitted regarding possible theft near Lakeside Terrace.,False
WR000908,,Staff,2026-06-20,Academic Dishonesty,Northgate Hall,High,Reporter describes an incident involving academic dishonesty that occurred at Northgate Hall.,False
WR000909,S006343,Parent,2026-06-20,Theft,Summit House,Medium,Reporter describes an incident involving theft that occurred at Summit House.,False
WR000910,S002711,Anonymous,2026-06-20,Bullying/Harassment,Student Union,Low,A concern was submitted regarding possible bullying/harassment near Student Union.,True
WR000911,S005927,Anonymous,2026-06-21,Bias Incident,Sunrise Commons,Low,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000912,S003350,Faculty,2026-06-21,Other,Bellview Hall,Medium,Reporter describes an incident involving other that occurred at Bellview Hall.,False
WR000913,S000166,Community Member,2026-06-22,Mental Health Concern,East Lot,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000914,S003350,Community Member,2026-06-22,Theft,Summit House,Low,Concern raised about theft; reporter requests follow-up from staff.,False
WR000915,,Student,2026-06-23,Discrimination,Recreation Center,Medium,A concern was submitted regarding possible discrimination near Recreation Center.,False
WR000916,S006985,Faculty,2026-06-23,Property Damage,Science Building,Medium,Reporter states they witnessed behavior consistent with property damage.,False
WR000917,,Anonymous,2026-06-24,Mental Health Concern,East Lot,Medium,A concern was submitted regarding possible mental health concern near East Lot.,True
WR000918,S009793,Anonymous,2026-06-25,Mental Health Concern,Stadium,Urgent,Submission describes an ongoing issue related to mental health concern at Stadium.,True
WR000919,S002942,Student,2026-06-26,Mental Health Concern,Bike Path,High,Submission describes an ongoing issue related to mental health concern at Bike Path.,False
WR000920,,Anonymous,2026-06-27,Alcohol/Drug Concern,Riverbend Hall,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,True
WR000921,S009334,Faculty,2026-06-27,Academic Dishonesty,Maple Ridge Hall,Medium,Reporter describes an incident involving academic dishonesty that occurred at Maple Ridge Hall.,False
WR000922,S004046,Student,2026-06-30,Safety Hazard,Bellview Hall,Medium,Reporter states they witnessed behavior consistent with safety hazard.,False
WR000923,,Parent,2026-07-01,Other,East Lot,Low,Reporter states they witnessed behavior consistent with other.,False
WR000924,S009253,Student,2026-07-02,Other,Engineering Annex,Low,Reporter describes an incident involving other that occurred at Engineering Annex.,False
WR000925,,Anonymous,2026-07-02,Other,Main Quad,Urgent,Reporter states they witnessed behavior consistent with other.,True
WR000926,S008273,Anonymous,2026-07-03,Alcohol/Drug Concern,Recreation Center,Low,A concern was submitted regarding possible alcohol/drug concern near Recreation Center.,True
WR000927,S005813,Staff,2026-07-04,Property Damage,East Lot,High,Reporter describes an incident involving property damage that occurred at East Lot.,False
WR000928,S007544,Staff,2026-07-05,Alcohol/Drug Concern,Off-Campus Housing,Medium,A concern was submitted regarding possible alcohol/drug concern near Off-Campus Housing.,False
WR000929,S001624,Anonymous,2026-07-06,Academic Dishonesty,Lakeside Terrace,High,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000930,,Parent,2026-07-07,Bias Incident,Stadium,Medium,Reporter states they witnessed behavior consistent with bias incident.,False
WR000931,,Faculty,2026-07-07,Academic Dishonesty,Stadium,Low,Submission describes an ongoing issue related to academic dishonesty at Stadium.,False
WR000932,S002997,Anonymous,2026-07-09,Alcohol/Drug Concern,Founders Hall,High,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,True
WR000933,,Faculty,2026-07-09,Theft,Meadowbrook Hall,Medium,Reporter states they witnessed behavior consistent with theft.,False
WR000934,S003775,Community Member,2026-07-09,Property Damage,Off-Campus,Low,Submission describes an ongoing issue related to property damage at Off-Campus.,False
WR000935,S006437,Anonymous,2026-07-11,Mental Health Concern,West Parking Garage,Low,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000936,,Staff,2026-07-11,Property Damage,Stadium,Medium,A concern was submitted regarding possible property damage near Stadium.,False
WR000937,S002476,Student,2026-07-12,Discrimination,Harborview Hall,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000938,,Faculty,2026-07-12,Theft,Fine Arts Center,Medium,Concern raised about theft; reporter requests follow-up from staff.,False
WR000939,S001701,Student,2026-07-12,Bias Incident,Birchwood Hall,Low,Reporter describes an incident involving bias incident that occurred at Birchwood Hall.,False
WR000940,,Anonymous,2026-07-12,Academic Dishonesty,Online / Remote,Low,Reporter describes an incident involving academic dishonesty that occurred at Online / Remote.,True
WR000941,S006491,Community Member,2026-07-14,Mental Health Concern,Summit House,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000942,,Anonymous,2026-07-14,Property Damage,Founders Hall,Medium,Concern raised about property damage; reporter requests follow-up from staff.,True
WR000943,,Student,2026-07-15,Property Damage,Recreation Center,Low,Concern raised about property damage; reporter requests follow-up from staff.,False
WR000944,S002643,Staff,2026-07-15,Hazing,Lakeside Terrace,High,A concern was submitted regarding possible hazing near Lakeside Terrace.,False
WR000945,,Student,2026-07-16,Theft,Online / Remote,Medium,Concern raised about theft; reporter requests follow-up from staff.,False
WR000946,S006089,Community Member,2026-07-16,Theft,Aspen Court,Medium,A concern was submitted regarding possible theft near Aspen Court.,False
WR000947,S001524,Community Member,2026-07-16,Other,Summit House,Urgent,Submission describes an ongoing issue related to other at Summit House.,False
WR000948,,Community Member,2026-07-17,Other,Bellview Hall,Medium,A concern was submitted regarding possible other near Bellview Hall.,False
WR000949,S009451,Staff,2026-07-18,Hazing,East Lot,Medium,Concern raised about hazing; reporter requests follow-up from staff.,False
WR000950,,Faculty,2026-07-18,Academic Dishonesty,Lakeside Terrace,Medium,Reporter describes an incident involving academic dishonesty that occurred at Lakeside Terrace.,False
WR000951,,Student,2026-07-20,Alcohol/Drug Concern,Online / Remote,Medium,A concern was submitted regarding possible alcohol/drug concern near Online / Remote.,False
WR000952,S004498,Anonymous,2026-07-21,Bullying/Harassment,Founders Hall,Medium,Concern raised about bullying/harassment; reporter requests follow-up from staff.,True
WR000953,,Anonymous,2026-07-22,Bullying/Harassment,Willow Creek Hall,Low,Reporter states they witnessed behavior consistent with bullying/harassment.,True
WR000954,,Student,2026-07-22,Academic Dishonesty,Engineering Annex,Low,Concern raised about academic dishonesty; reporter requests follow-up from staff.,False
WR000955,S008880,Anonymous,2026-07-23,Bullying/Harassment,Sunrise Commons,Medium,Reporter describes an incident involving bullying/harassment that occurred at Sunrise Commons.,True
WR000956,S003358,Student,2026-07-23,Discrimination,Harborview Hall,Low,Reporter states they witnessed behavior consistent with discrimination.,False
WR000957,,Anonymous,2026-07-23,Academic Dishonesty,Engineering Annex,High,Concern raised about academic dishonesty; reporter requests follow-up from staff.,True
WR000958,,Anonymous,2026-07-24,Alcohol/Drug Concern,Northgate Hall,Urgent,Concern raised about alcohol/drug concern; reporter requests follow-up from staff.,True
WR000959,S009214,Student,2026-07-26,Other,Founders Hall,Low,Reporter states they witnessed behavior consistent with other.,False
WR000960,S000642,Student,2026-07-26,Mental Health Concern,Off-Campus Housing,Medium,Reporter describes an incident involving mental health concern that occurred at Off-Campus Housing.,False
WR000961,S009900,Anonymous,2026-07-26,Safety Hazard,Online / Remote,Low,Concern raised about safety hazard; reporter requests follow-up from staff.,True
WR000962,S003758,Anonymous,2026-07-26,Property Damage,Bellview Hall,Low,A concern was submitted regarding possible property damage near Bellview Hall.,True
WR000963,S003003,Anonymous,2026-07-27,Property Damage,Student Union,Medium,Submission describes an ongoing issue related to property damage at Student Union.,True
WR000964,S002288,Anonymous,2026-07-28,Bias Incident,Off-Campus,Medium,Reporter describes an incident involving bias incident that occurred at Off-Campus.,True
WR000965,S009024,Anonymous,2026-07-29,Property Damage,Science Building,Low,Reporter states they witnessed behavior consistent with property damage.,True
WR000966,,Anonymous,2026-07-29,Property Damage,Online / Remote,High,Reporter describes an incident involving property damage that occurred at Online / Remote.,True
WR000967,,Anonymous,2026-07-31,Academic Dishonesty,Summit House,Low,Submission describes an ongoing issue related to academic dishonesty at Summit House.,True
WR000968,S001478,Student,2026-07-31,Bullying/Harassment,Riverbend Hall,Medium,Reporter states they witnessed behavior consistent with bullying/harassment.,False
WR000969,S004935,Student,2026-07-31,Mental Health Concern,Recreation Center,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,False
WR000970,,Anonymous,2026-07-31,Bias Incident,East Lot,Urgent,Concern raised about bias incident; reporter requests follow-up from staff.,True
WR000971,,Community Member,2026-08-01,Discrimination,Riverbend Hall,Medium,Reporter states they witnessed behavior consistent with discrimination.,False
WR000972,S008862,Staff,2026-08-02,Bullying/Harassment,Engineering Annex,Low,Reporter describes an incident involving bullying/harassment that occurred at Engineering Annex.,False
WR000973,,Anonymous,2026-08-05,Hazing,Cedar Crest Hall,Low,Concern raised about hazing; reporter requests follow-up from staff.,True
WR000974,,Anonymous,2026-08-05,Hazing,Meadowbrook Hall,Medium,A concern was submitted regarding possible hazing near Meadowbrook Hall.,True
WR000975,S006416,Anonymous,2026-08-07,Discrimination,Stadium,Urgent,Reporter describes an incident involving discrimination that occurred at Stadium.,True
WR000976,,Community Member,2026-08-08,Discrimination,Cedar Crest Hall,High,Concern raised about discrimination; reporter requests follow-up from staff.,False
WR000977,,Student,2026-08-08,Alcohol/Drug Concern,Maple Ridge Hall,Low,Reporter states they witnessed behavior consistent with alcohol/drug concern.,False
WR000978,,Anonymous,2026-08-08,Discrimination,Cedar Crest Hall,Medium,Reporter describes an incident involving discrimination that occurred at Cedar Crest Hall.,True
WR000979,S009583,Anonymous,2026-08-08,Mental Health Concern,Fine Arts Center,Medium,Concern raised about mental health concern; reporter requests follow-up from staff.,True
WR000980,S003580,Anonymous,2026-08-08,Sexual Misconduct,East Lot,Low,Reporter describes an incident involving sexual misconduct that occurred at East Lot.,True
WR000981,S007716,Student,2026-08-09,Sexual Misconduct,East Lot,Medium,Concern raised about sexual misconduct; reporter requests follow-up from staff.,False
WR000982,,Staff,2026-08-10,Bias Incident,Bellview Hall,Medium,Submission describes an ongoing issue related to bias incident at Bellview Hall.,False
WR000983,S000824,Community Member,2026-08-10,Property Damage,West Parking Garage,Medium,Submission describes an ongoing issue related to property damage at West Parking Garage.,False
WR000984,S000394,Faculty,2026-08-11,Safety Hazard,Stadium,Medium,Concern raised about safety hazard; reporter requests follow-up from staff.,False
WR000985,,Student,2026-08-11,Theft,Stadium,Medium,Reporter describes an incident involving theft that occurred at Stadium.,False
WR000986,S008738,Parent,2026-08-12,Sexual Misconduct,Stadium,Medium,Reporter describes an incident involving sexual misconduct that occurred at Stadium.,False
WR000987,S002956,Staff,2026-08-14,Academic Dishonesty,Bellview Hall,Medium,Reporter describes an incident involving academic dishonesty that occurred at Bellview Hall.,False
WR000988,S008365,Faculty,2026-08-15,Other,Cedar Crest Hall,Low,Concern raised about other; reporter requests follow-up from staff.,False
WR000989,S008537,Student,2026-08-15,Other,Bellview Hall,Low,Reporter describes an incident involving other that occurred at Bellview Hall.,False
WR000990,,Student,2026-08-16,Property Damage,Aspen Court,Medium,A concern was submitted regarding possible property damage near Aspen Court.,False
WR000991,S003898,Anonymous,2026-08-16,Other,Bike Path,Low,A concern was submitted regarding possible other near Bike Path.,True
WR000992,S006747,Faculty,2026-08-17,Bullying/Harassment,Online / Remote,Low,Reporter describes an incident involving bullying/harassment that occurred at Online / Remote.,False
WR000993,,Anonymous,2026-08-17,Theft,Birchwood Hall,High,A concern was submitted regarding possible theft near Birchwood Hall.,True
WR000994,S002070,Student,2026-08-18,Bullying/Harassment,Stadium,High,Concern raised about bullying/harassment; reporter requests follow-up from staff.,False
WR000995,,Staff,2026-08-18,Safety Hazard,Fine Arts Center,Low,A concern was submitted regarding possible safety hazard near Fine Arts Center.,False
WR000996,,Community Member,2026-08-20,Bullying/Harassment,Riverbend Hall,Low,A concern was submitted regarding possible bullying/harassment near Riverbend Hall.,False
